timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-04-01 07:07:00,school bus,3,0.72,,,,,,
2025-04-01 15:03:00,school bus,2,0.99,,,,,,
2025-04-01 14:09:00,mail truck,2,0.95,,,,,,
2025-04-01 06:36:00,garbage truck,2,0.87,,,,,,
2025-04-01 07:50:00,recycling truck,3,0.98,,,,,,
2025-04-01 14:07:00,oil truck,3,0.99,,,,,,
2025-04-01 01:12:00,skunk,1,0.9,,,,,,
2025-04-01 23:24:00,racoon,3,0.73,,,,,,
2025-04-01 01:19:00,racoon,3,0.74,,,,,,
2025-04-01 17:31:00,person,5,0.98,stroller,3,0.68,bicycle,1,0.52
2025-04-01 10:36:00,car,2,0.7,ups truck,4,0.65,,,
2025-04-01 16:24:00,prime van,5,0.89,bicycle,5,0.64,,,
