timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-05-21 07:19:00,school bus,1,0.94,,,,,,
2024-05-21 15:29:00,school bus,2,0.95,,,,,,
2024-05-21 14:55:00,mail truck,1,0.86,,,,,,
2024-05-21 06:46:00,garbage truck,2,0.77,,,,,,
2024-05-21 23:49:00,racoon,1,0.81,,,,,,
2024-05-21 03:28:00,racoon,2,0.87,,,,,,
2024-05-21 22:37:00,fire truck,2,0.84,,,,,,
2024-05-21 07:56:00,fedex truck,1,0.68,bicycle,2,0.52,ups truck,5,0.7
2024-05-21 18:25:00,car,5,0.94,,,,,,
2024-05-21 12:00:00,person,1,0.99,bicycle,4,0.79,,,
