timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-02-04 07:08:00,school bus,1,0.77,,,,,,
2025-02-04 15:20:00,school bus,3,0.94,,,,,,
2025-02-04 14:35:00,mail truck,1,0.9,,,,,,
2025-02-04 07:00:00,garbage truck,1,0.95,,,,,,
2025-02-04 08:22:00,recycling truck,3,0.72,,,,,,
2025-02-04 23:11:00,racoon,1,0.76,,,,,,
2025-02-04 00:40:00,racoon,2,0.89,,,,,,
2025-02-04 15:41:00,police car,3,0.74,,,,,,
2025-02-04 17:41:00,cat,5,0.93,chipmunk,1,0.77,truck,3,0.62
2025-02-04 12:01:00,chipmunk,4,0.51,truck,4,0.95,,,
2025-02-04 11:42:00,fedex truck,1,0.77,,,,,,
