timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-12-27 07:02:00,school bus,2,0.83,,,,,,
2024-12-27 15:01:00,school bus,1,0.97,,,,,,
2024-12-27 14:00:00,mail truck,2,0.74,,,,,,
2024-12-27 23:52:00,racoon,2,0.73,,,,,,
2024-12-27 00:45:00,racoon,3,0.79,,,,,,
2024-12-27 21:31:00,snow plow,2,0.74,,,,,,
2024-12-27 05:18:00,police car,3,0.97,,,,,,
2024-12-27 16:04:00,chipmunk,4,0.55,,,,,,
2024-12-27 07:36:00,dog,5,0.74,fedex truck,4,0.73,,,
2024-12-27 14:56:00,bicycle,1,0.96,prime van,1,0.64,chipmunk,1,0.96
