timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-05-10 17:48:51,elephant,1,0.925,bottle,1,0.603,,,
2025-05-10 17:48:52,elephant,32,0.915,bottle,32,0.606,,,
2025-05-10 17:48:53,elephant,31,0.911,bottle,31,0.614,,,
2025-05-10 17:48:55,elephant,31,0.912,bottle,31,0.623,,,
2025-05-10 17:48:56,elephant,30,0.914,bottle,30,0.619,,,
2025-05-10 17:48:57,elephant,30,0.914,bottle,30,0.595,,,
2025-05-10 17:48:58,elephant,31,0.911,bottle,31,0.609,,,
2025-05-10 17:48:59,elephant,31,0.912,bottle,31,0.613,,,
2025-05-10 17:49:00,elephant,31,0.913,bottle,31,0.616,tv,1,0.261
2025-05-10 17:49:01,elephant,31,0.914,bottle,31,0.613,,,
2025-05-10 17:49:02,elephant,30,0.913,bottle,30,0.624,,,
2025-05-10 17:49:03,elephant,31,0.913,bottle,31,0.604,,,
2025-05-10 17:49:04,elephant,31,0.913,bottle,31,0.575,,,
2025-05-10 17:49:05,elephant,31,0.913,bottle,31,0.564,,,
2025-05-10 17:49:06,elephant,30,0.914,bottle,30,0.562,,,
2025-05-10 17:49:07,elephant,30,0.912,bottle,30,0.605,,,
2025-05-10 17:49:08,elephant,30,0.91,bottle,30,0.598,,,
2025-05-10 17:49:09,elephant,30,0.913,bottle,30,0.604,,,
2025-05-10 17:49:10,elephant,31,0.91,bottle,31,0.607,,,
2025-05-10 17:49:11,elephant,30,0.911,bottle,30,0.613,,,
2025-05-10 17:49:12,elephant,30,0.915,bottle,30,0.621,,,
2025-05-10 17:49:13,elephant,31,0.913,bottle,31,0.609,,,
2025-05-10 17:49:14,elephant,22,0.909,bottle,22,0.614,,,
2025-05-10 17:49:15,elephant,12,0.912,bottle,12,0.612,,,
2025-05-10 17:49:16,elephant,17,0.914,bottle,17,0.591,,,
2025-05-10 17:49:17,elephant,31,0.913,bottle,31,0.602,,,
2025-05-10 17:49:18,elephant,31,0.913,bottle,31,0.615,,,
2025-05-10 17:49:19,elephant,31,0.916,bottle,31,0.59,,,
2025-05-10 17:49:20,elephant,30,0.916,bottle,30,0.583,,,
2025-05-10 17:49:21,elephant,30,0.918,bottle,30,0.58,,,
2025-05-10 17:52:00,elephant,1,0.928,bottle,1,0.481,,,
2025-05-10 17:52:01,elephant,32,0.911,bottle,32,0.498,,,
2025-05-10 17:52:02,elephant,31,0.911,bottle,31,0.524,,,
2025-05-10 17:52:03,elephant,31,0.913,bottle,31,0.515,,,
2025-05-10 17:52:04,elephant,31,0.914,bottle,31,0.511,,,
2025-05-10 17:52:05,elephant,30,0.913,bottle,30,0.493,,,
2025-05-10 17:52:06,elephant,31,0.913,bottle,31,0.495,,,
2025-05-10 17:52:07,elephant,30,0.913,bottle,30,0.486,,,
2025-05-10 17:52:08,elephant,31,0.913,bottle,31,0.515,,,
2025-05-10 17:52:09,elephant,31,0.914,bottle,31,0.515,,,
2025-05-10 17:52:10,elephant,30,0.914,bottle,30,0.535,,,
2025-05-10 17:52:11,elephant,30,0.911,bottle,30,0.541,,,
2025-05-10 17:52:12,elephant,31,0.917,bottle,31,0.536,,,
2025-05-10 17:52:13,elephant,31,0.915,bottle,31,0.519,,,
2025-05-10 17:52:14,elephant,30,0.916,bottle,30,0.531,,,
2025-05-10 17:52:15,elephant,31,0.916,bottle,31,0.548,,,
2025-05-10 17:52:16,elephant,31,0.916,bottle,31,0.55,,,
2025-05-10 17:52:17,elephant,30,0.919,bottle,30,0.523,,,
2025-05-10 17:52:18,elephant,30,0.918,bottle,30,0.55,person,15,0.337
2025-05-10 17:52:19,elephant,31,0.918,bottle,31,0.579,person,17,0.27
2025-05-10 17:52:20,elephant,11,0.917,bottle,11,0.546,person,10,0.296
2025-05-10 17:52:21,elephant,9,0.912,bottle,9,0.575,person,8,0.339
2025-05-10 17:52:22,elephant,28,0.918,bottle,28,0.535,person,2,0.298
2025-05-10 17:52:23,elephant,30,0.921,bottle,30,0.523,,,
