timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-09-17 07:08:00,school bus,3,0.78,,,,,,
2024-09-17 15:30:00,school bus,3,0.85,,,,,,
2024-09-17 14:18:00,mail truck,1,0.93,,,,,,
2024-09-17 06:38:00,garbage truck,2,0.95,,,,,,
2024-09-17 08:28:00,recycling truck,1,0.79,,,,,,
2024-09-17 23:13:00,racoon,2,0.78,,,,,,
2024-09-17 01:24:00,racoon,1,0.87,,,,,,
2024-09-17 01:32:00,fire truck,2,0.92,,,,,,
2024-09-17 11:10:00,chipmunk,4,0.59,bird,5,0.75,,,
2024-09-17 08:18:00,car,4,0.55,,,,,,
2024-09-17 16:31:00,person,5,0.75,bird,2,0.98,,,
