timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-05-13 00:16:04,vase,1,0.33,bed,1,0.293,,,
2025-05-13 00:16:05,bed,3,0.299,dining table,2,0.267,vase,1,0.33
2025-05-13 00:16:06,bed,6,0.295,dining table,3,0.267,vase,1,0.33
2025-05-13 00:16:07,bed,9,0.281,dining table,3,0.267,vase,1,0.33
2025-05-13 00:16:08,bed,9,0.281,dining table,4,0.266,vase,1,0.33
2025-05-13 00:16:09,bed,15,0.276,dining table,4,0.266,vase,1,0.33
2025-05-13 00:16:10,bed,18,0.279,dining table,6,0.269,vase,1,0.33
2025-05-13 00:16:12,bed,19,0.279,dining table,11,0.269,,,
2025-05-13 00:16:13,bed,19,0.28,dining table,11,0.266,,,
2025-05-13 00:16:14,bed,19,0.284,dining table,11,0.266,,,
2025-05-13 00:16:15,bed,16,0.29,dining table,14,0.27,,,
2025-05-13 00:16:16,dining table,11,0.321,bed,6,0.314,sports ball,6,0.422
2025-05-13 00:16:17,elephant,9,0.846,dining table,7,0.359,sports ball,6,0.422
2025-05-13 00:16:18,elephant,17,0.857,person,4,0.328,sports ball,4,0.45
2025-05-13 00:16:19,elephant,25,0.862,person,2,0.265,dog,1,0.376
2025-05-13 00:16:20,elephant,30,0.864,,,,,,
2025-05-13 00:16:21,elephant,30,0.859,,,,,,
2025-05-13 00:16:22,elephant,29,0.855,cat,1,0.252,,,
2025-05-13 00:16:23,elephant,29,0.852,cat,1,0.252,,,
2025-05-13 00:16:24,elephant,29,0.86,cat,1,0.252,,,
2025-05-13 00:16:25,elephant,29,0.866,cat,1,0.252,,,
2025-05-13 00:16:26,elephant,30,0.868,,,,,,
2025-05-13 00:16:27,elephant,30,0.867,,,,,,
2025-05-13 00:16:28,elephant,30,0.868,,,,,,
2025-05-13 00:16:29,elephant,30,0.868,,,,,,
2025-05-13 00:16:30,elephant,30,0.873,,,,,,
2025-05-13 00:16:31,elephant,30,0.872,,,,,,
