timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-06-25 07:18:00,school bus,2,0.83,,,,,,
2024-06-25 15:25:00,school bus,3,0.99,,,,,,
2024-06-25 14:40:00,mail truck,2,0.82,,,,,,
2024-06-25 06:32:00,garbage truck,2,0.74,,,,,,
2024-06-25 08:08:00,recycling truck,1,0.86,,,,,,
2024-06-25 14:28:00,ice cream truck,2,0.81,,,,,,
2024-06-25 22:14:00,racoon,1,0.76,,,,,,
2024-06-25 04:56:00,racoon,3,0.97,,,,,,
2024-06-25 03:45:00,fire truck,3,0.78,,,,,,
2024-06-25 18:35:00,person,2,0.86,ups truck,1,0.51,,,
2024-06-25 06:06:00,person,2,0.81,stroller,4,0.52,,,
2024-06-25 12:18:00,bicycle,1,0.67,,,,,,
