timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-05-11 20:23:19,truck,15,0.508,bench,5,0.394,bus,4,0.601
2025-05-11 20:23:20,truck,11,0.474,bench,4,0.387,,,
2025-05-11 20:23:22,truck,10,0.515,bench,2,0.402,,,
2025-05-11 20:23:23,truck,12,0.537,bus,1,0.348,bench,1,0.331
2025-05-11 20:23:24,truck,12,0.533,bench,2,0.401,bus,1,0.257
2025-05-11 20:23:25,truck,9,0.553,bus,1,0.359,bench,1,0.402
2025-05-11 20:23:26,truck,11,0.548,bench,2,0.585,bus,2,0.354
2025-05-11 20:23:27,truck,10,0.535,,,,,,
2025-05-11 20:23:28,truck,12,0.571,,,,,,
2025-05-11 20:23:29,truck,9,0.518,bench,2,0.482,bus,1,0.43
2025-05-11 20:23:30,truck,11,0.55,bench,1,0.25,,,
2025-05-11 20:23:31,truck,11,0.544,bench,1,0.608,bus,1,0.376
2025-05-11 20:23:32,truck,10,0.567,bus,1,0.376,,,
2025-05-11 20:23:33,truck,11,0.54,bus,1,0.331,,,
2025-05-11 20:23:34,truck,12,0.513,bench,1,0.287,,,
2025-05-11 20:23:35,truck,8,0.534,bus,2,0.325,,,
2025-05-11 20:23:36,truck,12,0.52,bench,1,0.366,,,
2025-05-11 20:23:37,truck,9,0.585,,,,,,
2025-05-11 20:23:38,truck,12,0.545,bench,1,0.475,,,
2025-05-11 20:23:39,truck,12,0.58,bus,2,0.295,bench,1,0.316
2025-05-11 20:23:40,truck,10,0.607,bench,1,0.513,bus,1,0.434
2025-05-11 20:23:41,person,2,0.383,truck,1,0.632,,,
2025-05-11 20:23:49,dog,1,0.498,person,1,0.361,,,
2025-05-11 20:23:50,truck,9,0.769,person,8,0.325,skateboard,2,0.512

