timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-10-29 07:09:00,school bus,3,0.9,,,,,,
2024-10-29 15:29:00,school bus,1,0.76,,,,,,
2024-10-29 14:24:00,mail truck,2,0.85,,,,,,
2024-10-29 06:54:00,garbage truck,1,0.71,,,,,,
2024-10-29 08:07:00,recycling truck,1,0.96,,,,,,
2024-10-29 23:16:00,racoon,3,0.92,,,,,,
2024-10-29 03:58:00,racoon,1,0.98,,,,,,
2024-10-29 08:34:00,bicycle,4,0.82,,,,,,
2024-10-29 18:22:00,chipmunk,1,0.59,ups truck,1,0.68,bird,5,0.56
2024-10-29 12:18:00,fedex truck,1,0.98,chipmunk,3,0.56,,,
