timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-12-24 07:13:00,school bus,2,0.78,,,,,,
2024-12-24 15:18:00,school bus,2,0.94,,,,,,
2024-12-24 14:12:00,mail truck,1,0.72,,,,,,
2024-12-24 06:54:00,garbage truck,3,0.72,,,,,,
2024-12-24 08:10:00,recycling truck,1,0.96,,,,,,
2024-12-24 23:53:00,racoon,2,0.91,,,,,,
2024-12-24 00:54:00,racoon,3,0.8,,,,,,
2024-12-24 17:40:00,person,3,0.77,,,,,,
2024-12-24 08:30:00,bird,1,0.78,,,,,,
2024-12-24 15:42:00,prime van,3,0.78,,,,,,
