timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-05-12 17:56:33,truck,1,0.846,,,,,,
2025-05-12 17:56:34,truck,15,0.858,,,,,,
2025-05-12 17:56:35,truck,15,0.863,,,,,,
2025-05-12 17:56:36,truck,19,0.86,,,,,,
2025-05-12 17:56:37,truck,18,0.858,,,,,,
2025-05-12 17:56:38,truck,19,0.859,,,,,,
2025-05-12 17:56:39,truck,16,0.862,,,,,,
2025-05-12 17:56:40,truck,19,0.857,,,,,,
2025-05-12 17:56:41,truck,19,0.858,,,,,,
2025-05-12 17:56:42,truck,15,0.857,,,,,,
2025-05-12 17:56:43,truck,19,0.858,,,,,,
2025-05-12 17:56:44,truck,19,0.859,,,,,,
2025-05-12 17:56:45,truck,16,0.86,,,,,,
2025-05-12 17:56:46,truck,18,0.86,,,,,,
2025-05-12 17:56:47,truck,19,0.859,,,,,,
2025-05-12 17:56:48,truck,15,0.858,,,,,,
2025-05-12 17:56:49,truck,18,0.861,,,,,,
2025-05-12 17:56:50,truck,19,0.861,,,,,,
2025-05-12 17:56:51,truck,18,0.861,,,,,,
2025-05-12 17:56:52,truck,16,0.86,,,,,,
2025-05-12 17:56:53,truck,18,0.859,,,,,,
2025-05-12 17:56:54,truck,18,0.859,,,,,,
2025-05-12 17:56:55,truck,15,0.857,,,,,,
2025-05-12 17:56:56,truck,19,0.859,,,,,,
2025-05-12 17:56:57,truck,19,0.86,,,,,,
2025-05-12 17:56:58,truck,18,0.859,,,,,,
2025-05-12 17:56:59,truck,15,0.859,,,,,,
2025-05-12 17:57:00,truck,19,0.86,,,,,,
2025-05-12 17:57:01,truck,18,0.859,,,,,,
2025-05-12 17:57:03,truck,16,0.858,,,,,,
2025-05-12 17:57:04,truck,18,0.86,,,,,,
2025-05-12 17:57:05,truck,19,0.858,,,,,,
2025-05-12 17:57:06,truck,16,0.858,,,,,,
2025-05-12 17:57:07,truck,18,0.858,,,,,,
2025-05-12 17:57:08,truck,18,0.857,,,,,,
2025-05-12 17:57:09,truck,19,0.859,,,,,,
2025-05-12 17:57:10,truck,16,0.86,,,,,,
2025-05-12 17:57:11,truck,18,0.86,,,,,,
2025-05-12 17:57:12,truck,18,0.862,,,,,,
2025-05-12 17:57:13,truck,16,0.862,,,,,,
2025-05-12 17:57:14,truck,18,0.861,,,,,,
2025-05-12 17:57:15,truck,18,0.859,,,,,,
2025-05-12 17:57:16,truck,16,0.862,,,,,,
2025-05-12 17:57:17,truck,18,0.863,,,,,,
2025-05-12 17:57:18,truck,18,0.862,,,,,,
2025-05-12 17:57:19,truck,19,0.862,,,,,,
2025-05-12 17:59:25,truck,1,0.866,,,,,,
2025-05-12 17:59:26,truck,17,0.859,,,,,,
2025-05-12 17:59:27,truck,14,0.859,,,,,,
2025-05-12 17:59:28,truck,19,0.859,,,,,,
2025-05-12 17:59:29,truck,19,0.861,,,,,,
