timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-09-03 07:19:00,school bus,1,0.94,,,,,,
2024-09-03 15:21:00,school bus,1,0.81,,,,,,
2024-09-03 14:59:00,mail truck,2,0.98,,,,,,
2024-09-03 06:35:00,garbage truck,1,0.78,,,,,,
2024-09-03 08:07:00,recycling truck,2,0.99,,,,,,
2024-09-03 00:27:00,skunk,3,0.88,,,,,,
2024-09-03 07:43:00,police car,3,0.87,,,,,,
2024-09-03 07:32:00,cat,5,0.82,dog,2,0.55,,,
2024-09-03 15:43:00,truck,3,0.51,,,,,,
2024-09-03 07:29:00,bicycle,1,0.78,truck,1,0.63,dog,2,0.73
