timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-04-15 07:19:00,school bus,2,0.83,,,,,,
2025-04-15 15:30:00,school bus,3,0.89,,,,,,
2025-04-15 14:33:00,mail truck,2,0.9,,,,,,
2025-04-15 06:51:00,garbage truck,1,0.92,,,,,,
2025-04-15 07:45:00,recycling truck,1,0.86,,,,,,
2025-04-15 22:48:00,racoon,1,0.99,,,,,,
2025-04-15 01:55:00,racoon,1,0.74,,,,,,
2025-04-15 10:32:00,chipmunk,1,0.71,ups truck,5,0.61,,,
2025-04-15 15:35:00,truck,2,0.54,chipmunk,1,0.6,stroller,2,0.63
2025-04-15 15:00:00,truck,2,0.94,bicycle,5,0.91,bird,3,0.63
