timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-06-18 07:00:00,school bus,1,0.71,,,,,,
2024-06-18 15:24:00,school bus,3,0.83,,,,,,
2024-06-18 14:41:00,mail truck,2,0.85,,,,,,
2024-06-18 06:42:00,garbage truck,2,0.92,,,,,,
2024-06-18 14:53:00,ice cream truck,2,0.83,,,,,,
2024-06-18 22:16:00,racoon,2,0.95,,,,,,
2024-06-18 03:06:00,racoon,2,0.82,,,,,,
2024-06-18 14:47:00,ups truck,3,0.65,chipmunk,1,0.64,dog,4,0.73
2024-06-18 18:23:00,car,3,0.97,,,,,,
2024-06-18 12:58:00,chipmunk,5,0.54,dog,4,0.77,,,
